location,year,distance_in_meters,stroke,relay,gender,country,athlete,rank,time_seconds
Beijing,2008,200m,Individual medley,0,Women,CAN,Julia Wilkinson,4,132.43
Beijing,2008,200m,Individual medley,0,Women,POL,Katarzyna Baranowska,4,133.36
Beijing,2008,400m,Freestyle,0,Men,KOR,Tae-Hwan Park,1,221.86
Beijing,2008,400m,Freestyle,0,Men,CHN,Lin Zhang,2,222.44
Beijing,2008,400m,Freestyle,0,Men,USA,Larsen Jensen,3,222.78
Beijing,2008,400m,Freestyle,0,Men,USA,Peter Vanderkaay,4,223.11
Beijing,2008,400m,Freestyle,0,Men,TUN,Oussama Mellouli,4,223.45
Beijing,2008,400m,Freestyle,0,Men,AUS,Grant Hackett,4,223.84
Beijing,2008,400m,Freestyle,0,Men,RUS,Yuri Prilukov,4,223.97
Beijing,2008,400m,Freestyle,0,Men,RUS,Nikita Lobintsev,4,228.29
Beijing,2008,400m,Freestyle,0,Women,GBR,Rebecca Adlington,1,243.22
Beijing,2008,400m,Freestyle,0,Women,USA,Katie Hoff,2,243.29
Beijing,2008,400m,Freestyle,0,Women,GBR,Joanne Jackson,3,243.52
Beijing,2008,400m,Freestyle,0,Women,FRA,Coralie Balmy,4,243.6
Beijing,2008,400m,Freestyle,0,Women,ITA,Federica Pellegrini,4,244.56
Beijing,2008,400m,Freestyle,0,Women,ROU,Camelia Alina Potec,4,244.66
Beijing,2008,400m,Freestyle,0,Women,AUS,Bronte Barratt,4,245.05
Beijing,2008,400m,Freestyle,0,Women,FRA,Laure Manaudou,4,251.26
Beijing,2008,400m,Individual medley,0,Men,USA,Michael Phelps,1,243.84
Beijing,2008,400m,Individual medley,0,Men,HUN,Laszlo Cseh,2,246.16
Beijing,2008,400m,Individual medley,0,Men,USA,Ryan Lochte,3,248.09
Beijing,2008,400m,Individual medley,0,Men,ITA,Alessio Boggiatto,4,252.16
Beijing,2008,400m,Individual medley,0,Men,ITA,Luca Marin,4,252.47
Beijing,2008,400m,Individual medley,0,Men,HUN,Gergo Kis,4,252.84
Beijing,2008,400m,Individual medley,0,Men,CAN,Brian Johns,4,253.38
Beijing,2008,400m,Individual medley,0,Men,BRA,Thiago Pereira,4,255.4
Beijing,2008,400m,Individual medley,0,Women,AUS,Stephanie Rice,1,269.45
Beijing,2008,400m,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,2,269.89
Beijing,2008,400m,Individual medley,0,Women,USA,Katie Hoff,3,271.71
Beijing,2008,400m,Individual medley,0,Women,USA,Elizabeth Beisel,4,274.24
Beijing,2008,400m,Individual medley,0,Women,ITA,Alessia Filippi,4,274.34
Beijing,2008,400m,Individual medley,0,Women,GBR,Hannah Miley,4,279.44
Beijing,2008,400m,Individual medley,0,Women,RUS,Yana Martynova,4,280.04
Beijing,2008,400m,Individual medley,0,Women,CHN,Xuanxu Li,4,282.13
Beijing,2008,4x100,Freestyle,1,Men,USA,"Nathan Adrian, Ben Wildman-Tobriner, Michael Phelps, Garrett Weber-Gale, Cullen Jones, Jason Lezak, Matt Grevers",1,188.24
Beijing,2008,4x100,Freestyle,1,Men,FRA,"Alain Bernard, Frederick Bousquet, Fabien Gilot, Gregory Mallet, Boris Steimetz, Amaury Leveaux",2,188.32
Beijing,2008,4x100,Freestyle,1,Men,AUS,"Leith Brodie, Ashley Callus, Andrew Lauterstein, Matt Targett, Eamon Sullivan, Patrick Murphy",3,189.91
Beijing,2008,4x100,Freestyle,1,Men,ITA,"Christian Galenda, Michele Santucci, Filippo Magnini, Marco Belotti, Alessandro Calvi",4,191.48
Beijing,2008,4x100,Freestyle,1,Men,SWE,"Petter Stymne, Lars Frolander, Jonas Persson, Stefan Nystrand",4,191.92
Beijing,2008,4x100,Freestyle,1,Men,CAN,"Rick Say, Brent Hayden, Colin Russell, Joel Greenshields",4,192.26
Beijing,2008,4x100,Freestyle,1,Men,ZAF,"Roland Schoeman, Lyndon Ferns, Ryk Neethling, Darian Townsend",4,192.66
Beijing,2008,4x100,Freestyle,1,Men,GBR,"Adam Brown, Simon Burnett, Ross Davenport, Benjamin Hockin",4,192.87
Beijing,2008,4x100,Freestyle,1,Women,NLD,"Ranomi Kromowidjojo, Inge Dekker, Marleen Veldhuis, Hinkelien Schreuder, Manon Van Rooijen, Femke Heemskerk",1,213.76
Beijing,2008,4x100,Freestyle,1,Women,USA,"Dara Torres, Natalie Coughlin, Julia Smit, Emily Silver, Kara Lynn Joyce, Lacey Nymeyer",2,214.33
Beijing,2008,4x100,Freestyle,1,Women,AUS,"Cate Campbell, Libby Trickett, Shayne Reese, Alice Mills, Melanie Schlanger",3,215.05
Beijing,2008,4x100,Freestyle,1,Women,CHN,"Yi Tang, Yanwei Xu, Jiaying Pang, Yingwen Zhu",4,215.64
Beijing,2008,4x100,Freestyle,1,Women,GER,"Antje Buschschulte, Meike Freitag, Daniela Gotz, Britta Steffen",4,216.85
Beijing,2008,4x100,Freestyle,1,Women,FRA,"Celine Couderc, Hanna Shcherba-Lorgeril, Alena Popchanka, Malia Metella, Ophelie-Cyrielle Etienne",4,217.68
Beijing,2008,4x100,Freestyle,1,Women,GBR,"Jessica Sylvester, Melanie Marshall, Caitlin Mcclatchey, Francesca Halsall, Julia Beckett",4,218.18
Beijing,2008,4x100,Freestyle,1,Women,CAN,"Erica Morningstar, Audrey Lacroix, Genevieve Saumur, Julia Wilkinson",4,218.32
Beijing,2008,4x100,Medley,1,Men,USA,"Michael Phelps, Mark Gangloff, Ian Crocker, Garrett Weber-Gale, Matt Grevers, Jason Lezak, Brendan Hansen, Aaron Peirsol",2,209.34
Beijing,2008,4x100,Medley,1,Men,AUS,"Eamon Sullivan, Hayden Stoeckel, Adam Pine, Matt Targett, Andrew Lauterstein, Brenton Rickard, Christian Sprenger, Ashley Delaney",3,210.04
Beijing,2008,4x100,Medley,1,Men,JPN,"Takuro Fujii, Junichi Miyashita, Kosuke Kitajima, Hisayoshi Sato",4,211.18
Beijing,2008,4x100,Medley,1,Men,RUS,"Nikolay Skvortsov, Andrey Grechin, Roman Sloudnov, Arkady Vyatchanin, Evgeny Korotyshkin, Evgeny Lagunov",4,211.92
Beijing,2008,4x100,Medley,1,Men,NZL,"Daniel Bell, Corney Swanepoel, Glenn Snyders, Cameron Gibson",4,213.39
Beijing,2008,4x100,Medley,1,Men,GBR,"Liam Tancock, Michael Rock, Christopher Cook, Simon Burnett",4,213.69
Beijing,2008,4x100,Medley,1,Men,ZAF,"Cameron Van Der Burgh, Darian Townsend, Lyndon Ferns, Gerhard Zandberg",4,213.7
Beijing,2008,4x100,Medley,1,Men,FRA,"Benjamin Stasiulis, Christophe Lebon, Fabien Gilot, Hugues Duboscq",5,
Beijing,2008,4x100,Medley,1,Women,AUS,"Emily Seebohm, Libby Trickett, Shayne Reese, Tarnee White, Leisel Jones, Jessicah Schipper, Felicity Galvez",2,232.69
Beijing,2008,4x100,Medley,1,Women,USA,"Natalie Coughlin, Elaine Breeden, Christine Magnuson, Dara Torres, Kara Lynn Joyce, Margaret Hoelzer, Rebecca Soni, Megan Quann",3,233.3
Beijing,2008,4x100,Medley,1,Women,CHN,"Tianlongzi Xu, Jing Zhao, Yafei Zhou, Jiaying Pang, Ye Sun",4,236.11
Beijing,2008,4x100,Medley,1,Women,GBR,"Kate Haywood, Francesca Halsall, Gemma Spofforth, Jemma Lowe",4,237.5
Beijing,2008,4x100,Medley,1,Women,RUS,"Kseniya Moskvina, Anastasiya Tulapina, Yuliya Efimova, Anastasia Zueva, Natalia Sutyagina",4,237.84
Beijing,2008,4x100,Medley,1,Women,JPN,"Asami Kitagawa, Yuka Kato, Reiko Nakamura, Hanae Ito, Haruka Ueda",4,239.54
Beijing,2008,4x100,Medley,1,Women,CAN,"Audrey Lacroix, Annamay Pierse, Erica Morningstar, Julia Wilkinson",4,241.35
Beijing,2008,4x100,Medley,1,Women,GER,"Antje Buschschulte, Daniela Samulski, Britta Steffen, Sarah Poewe",5,
Beijing,2008,4x200,Freestyle,1,Men,USA,,1,418.56
Beijing,2008,4x200,Freestyle,1,Men,RUS,"Danila Izotov, Nikita Lobintsev, Mikhail Polishchuk, Evgeny Lagunov, Alexander Sukhorukov",2,423.7
Beijing,2008,4x200,Freestyle,1,Men,AUS,"Grant Hackett, Kirk Palmer, Patrick Murphy, Leith Brodie, Nick Ffrost, Grant Brits",3,424.98
Beijing,2008,4x200,Freestyle,1,Men,ITA,"Marco Belotti, Nicola Cassio, Filippo Magnini, Emiliano Brembilla, Massimiliano Rosolino",4,425.35
Beijing,2008,4x200,Freestyle,1,Men,CAN,"Brent Hayden, Adam Sioui, Rick Say, Brian Johns, Andrew Hurd, Colin Russell",4,425.77
Beijing,2008,4x200,Freestyle,1,Men,GBR,"David Carry, Ross Davenport, Robbie Renwick, Andrew Hunter",4,425.92
Beijing,2008,4x200,Freestyle,1,Men,JPN,"Yasunori Mononobe, Hisato Matsumoto, Sho Uchida, Yoshihiro Okumura",4,430.31
Beijing,2008,4x200,Freestyle,1,Men,ZAF,"Jean Basson, Sebastien Daniel Rousseau, Jan Venter, Darian Townsend",4,433.02
Beijing,2008,4x200,Freestyle,1,Women,AUS,"Stephanie Rice, Lara Davenport, Felicity Galvez, Kylie Palmer, Melanie Schlanger, Linda Mackenzie, Bronte Barratt, Angie Bainbridge",1,464.31
Beijing,2008,4x200,Freestyle,1,Women,CHN,"Jiaying Pang, Miao Tan, Qianwei Zhu, Jingzhi Tang, Yu-Ting Yang",2,465.93
Beijing,2008,4x200,Freestyle,1,Women,USA,"Caroline Burckle, Katie Hoff, Christine Marshall, Allison Schmitt, Julia Smit, Natalie Coughlin, Kimberly Vandenberg",3,466.33
Beijing,2008,4x200,Freestyle,1,Women,ITA,"Alessia Filippi, Alice Carpanese, Federica Pellegrini, Flavia Zoccari, Renata Fabiola Spagnolo",4,469.76
Beijing,2008,4x200,Freestyle,1,Women,FRA,"Celine Couderc, Alena Popchanka, Ophelie-Cyrielle Etienne, Camille Muffat, Coralie Balmy, Aurore Mongel",4,470.66
Beijing,2008,4x200,Freestyle,1,Women,HUN,"Eszter Dara, Zsuzsanna Jakabos, Evelin Verraszto, Agnes Mutina",4,475.53
Beijing,2008,4x200,Freestyle,1,Women,JPN,"Maki Mita, Emi Takanabe, Haruka Ueda, Misaki Yamaguchi",4,477.56
Beijing,2008,4x200,Freestyle,1,Women,SWE,"Gabriella Fagundez, Ida Marko-Varga, Petra Granlund, Josefin Lillhage",4,479.83
Beijing,2008,50m,Freestyle,0,Men,BRA,Cesar Cielo Filho,1,21.3
Beijing,2008,50m,Freestyle,0,Men,FRA,Amaury Leveaux,2,21.45
Beijing,2008,50m,Freestyle,0,Men,FRA,Alain Bernard,3,21.49
Beijing,2008,50m,Freestyle,0,Men,AUS,Ashley Callus,4,21.62
Beijing,2008,50m,Freestyle,0,Men,USA,Ben Wildman-Tobriner,4,21.64
Beijing,2008,50m,Freestyle,0,Men,AUS,Eamon Sullivan,4,21.65
Beijing,2008,50m,Freestyle,0,Men,RSA,Roland Schoeman,4,21.67
Beijing,2008,50m,Freestyle,0,Men,SWE,Stefan Nystrand,4,21.72
Beijing,2008,50m,Freestyle,0,Women,GER,Britta Steffen,1,24.06
Beijing,2008,50m,Freestyle,0,Women,USA,Dara Torres,2,24.07
Beijing,2008,50m,Freestyle,0,Women,AUS,Cate Campbell,3,24.17
Beijing,2008,50m,Freestyle,0,Women,AUS,Libby Trickett,4,24.25
Beijing,2008,50m,Freestyle,0,Women,NED,Marleen Veldhuis,4,24.26
Beijing,2008,50m,Freestyle,0,Women,USA,Kara Lynn Joyce,4,24.63
Beijing,2008,50m,Freestyle,0,Women,NED,Hinkelien Schreuder,4,24.65
Beijing,2008,50m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,4,24.77
Beijing,2008,800m,Freestyle,0,Women,GBR,Rebecca Adlington,1,494.1
Beijing,2008,800m,Freestyle,0,Women,ITA,Alessia Filippi,2,500.23
Beijing,2008,800m,Freestyle,0,Women,DEN,Lotte Friis,3,503.03
Beijing,2008,800m,Freestyle,0,Women,ROU,Camelia Alina Potec,4,503.11
Beijing,2008,800m,Freestyle,0,Women,CHN,Xuanxu Li,4,506.34
Beijing,2008,800m,Freestyle,0,Women,AUS,Kylie Palmer,4,506.39
Beijing,2008,800m,Freestyle,0,Women,RUS,Elena Sokolova,4,509.79
Beijing,2008,800m,Freestyle,0,Women,GBR,Cassandra Patten,4,512.35
Athens,2004,100m,Backstroke,0,Men,USA,Aaron Peirsol,1,54.06
Athens,2004,100m,Backstroke,0,Men,AUT,Markus Rogan,2,54.35
Athens,2004,100m,Backstroke,0,Men,JPN,Tomomi Morita,3,54.36
Athens,2004,100m,Backstroke,0,Men,USA,Lenny Krayzelburg,4,54.38
Athens,2004,100m,Backstroke,0,Men,AUS,Matthew Welsh,4,54.52
Athens,2004,100m,Backstroke,0,Men,HUN,Laszlo Cseh,4,54.61
Athens,2004,100m,Backstroke,0,Men,GER,Steffen Driesen,4,54.63
Athens,2004,100m,Backstroke,0,Men,GER,Marco Di Carli,4,55.27
Athens,2004,100m,Backstroke,0,Women,USA,Natalie Coughlin,1,60.37
Athens,2004,100m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,2,60.5
Athens,2004,100m,Backstroke,0,Women,FRA,Laure Manaudou,3,60.88
Athens,2004,100m,Backstroke,0,Women,JPN,Reiko Nakamura,4,61.05
Athens,2004,100m,Backstroke,0,Women,ESP,Nina Alexandrovna Zhivanevskaya,4,61.12
Athens,2004,100m,Backstroke,0,Women,GER,Antje Buschschulte,4,61.39
Athens,2004,100m,Backstroke,0,Women,DEN,Louise Ornstedt,4,61.51
Athens,2004,100m,Backstroke,0,Women,USA,Haley Cope,4,61.76
Athens,2004,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,1,60.08
Athens,2004,100m,Breaststroke,0,Men,USA,Brendan Hansen,2,60.25
Athens,2004,100m,Breaststroke,0,Men,FRA,Hugues Duboscq,3,60.88
Athens,2004,100m,Breaststroke,0,Men,USA,Mark Gangloff,4,61.17
Athens,2004,100m,Breaststroke,0,Men,KAZ,Vladislav Polyakov,4,61.34
Athens,2004,100m,Breaststroke,0,Men,GBR,James Gibson,4,61.36
Athens,2004,100m,Breaststroke,0,Men,GBR,Darren Mew,4,61.66
Athens,2004,100m,Breaststroke,0,Men,UKR,Oleh Lisohor,4,62.42
Athens,2004,100m,Breaststroke,0,Women,CHN,Xuejuan Luo,2,66.64
Athens,2004,100m,Breaststroke,0,Women,AUS,Brooke Hanson,3,67.15
Athens,2004,100m,Breaststroke,0,Women,AUS,Leisel Jones,4,67.16
Athens,2004,100m,Breaststroke,0,Women,USA,Amanda Beard,4,67.44
Athens,2004,100m,Breaststroke,0,Women,GER,Sarah Poewe,4,67.53
Athens,2004,100m,Breaststroke,0,Women,USA,Tara Kirk,4,67.59
Athens,2004,100m,Breaststroke,0,Women,UKR,Svitlana Bondarenko,4,68.19
Athens,2004,100m,Breaststroke,0,Women,CHN,Hui Qi,5,
Athens,2004,100m,Butterfly,0,Men,USA,Michael Phelps,1,51.25
Athens,2004,100m,Butterfly,0,Men,USA,Ian Crocker,2,51.29
Athens,2004,100m,Butterfly,0,Men,UKR,Andriy Serdinov,3,51.36
Athens,2004,100m,Butterfly,0,Men,GER,Thomas Rupprath,4,52.27
Athens,2004,100m,Butterfly,0,Men,RUS,Igor Marchenko,4,52.32
Athens,2004,100m,Butterfly,0,Men,BRA,Gabriel Mangabeira,4,52.34
Athens,2004,100m,Butterfly,0,Men,CRO,Duje Draganja,4,52.46
Athens,2004,100m,Butterfly,0,Men,AUS,Geoffrey Huegill,4,52.56
Athens,2004,100m,Butterfly,0,Women,AUS,Petria Thomas,1,57.72
Athens,2004,100m,Butterfly,0,Women,POL,Otylia Jedrzejczak,2,57.84
Athens,2004,100m,Butterfly,0,Women,NED,Inge De Bruijn,3,57.99
Athens,2004,100m,Butterfly,0,Women,AUS,Jessicah Schipper,4,58.22
Athens,2004,100m,Butterfly,0,Women,USA,Jenny Thompson,4,58.72
Athens,2004,100m,Butterfly,0,Women,SVK,Martina Moravcova,4,58.96
Athens,2004,100m,Butterfly,0,Women,BLR,Alena Popchanka,4,59.06
Athens,2004,100m,Butterfly,0,Women,JPN,Junko Onishi,4,59.83
Athens,2004,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,1,48.17
Athens,2004,100m,Freestyle,0,Men,RSA,Roland Schoeman,2,48.23
Athens,2004,100m,Freestyle,0,Men,AUS,Ian Thorpe,3,48.56
Athens,2004,100m,Freestyle,0,Men,RSA,Ryk Neethling,4,48.63
Athens,2004,100m,Freestyle,0,Men,ITA,Filippo Magnini,4,48.99
Athens,2004,100m,Freestyle,0,Men,CRO,Duje Draganja,4,49.23
Athens,2004,100m,Freestyle,0,Men,ALG,Salim Iles,4,49.3
Athens,2004,100m,Freestyle,0,Men,RUS,Andrey Kapralov,4,49.3
Athens,2004,100m,Freestyle,0,Women,AUS,Jodie Henry,1,53.84
Athens,2004,100m,Freestyle,0,Women,NED,Inge De Bruijn,2,54.16
Athens,2004,100m,Freestyle,0,Women,USA,Natalie Coughlin,3,54.4
Athens,2004,100m,Freestyle,0,Women,FRA,Malia Metella,4,54.5
Athens,2004,100m,Freestyle,0,Women,USA,Kara Lynn Joyce,4,54.54
Athens,2004,100m,Freestyle,0,Women,GRE,Nery Mantey Niangkouara,4,54.81
Athens,2004,100m,Freestyle,0,Women,SVK,Martina Moravcova,4,55.12
Athens,2004,100m,Freestyle,0,Women,BLR,Alena Popchanka,4,55.24
Athens,2004,1500m,Freestyle,0,Men,AUS,Grant Hackett,1,883.4
Athens,2004,1500m,Freestyle,0,Men,USA,Larsen Jensen,2,885.29
Athens,2004,1500m,Freestyle,0,Men,GBR,David Davies,3,885.95
Athens,2004,1500m,Freestyle,0,Men,RUS,Yuri Prilukov,4,892.48
Athens,2004,1500m,Freestyle,0,Men,GRE,Spyridon Gianniotis,4,903.69
Athens,2004,1500m,Freestyle,0,Men,GBR,Graeme Smith,4,909.71
Athens,2004,1500m,Freestyle,0,Men,ROU,Dragos Cristian Coman,4,910.21
Athens,2004,1500m,Freestyle,0,Men,AUS,Craig Stevens,4,913.66
Athens,2004,200m,Backstroke,0,Men,USA,Aaron Peirsol,1,114.95
Athens,2004,200m,Backstroke,0,Men,AUT,Markus Rogan,2,117.35
Athens,2004,200m,Backstroke,0,Men,ROU,Razvan Ionut Florea,3,117.56
Athens,2004,200m,Backstroke,0,Men,GBR,James Goddard,4,117.76
Athens,2004,200m,Backstroke,0,Men,JPN,Tomomi Morita,4,118.4
Athens,2004,200m,Backstroke,0,Men,FRA,Simon Dufour,4,118.49
Athens,2004,200m,Backstroke,0,Men,GBR,Gregor Tait,4,119.28
Athens,2004,200m,Backstroke,0,Men,SLO,Blaz Medvesek,4,120.06
Athens,2004,200m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,1,129.19
Athens,2004,200m,Backstroke,0,Women,RUS,Stanislava Komarova,2,129.72
Athens,2004,200m,Backstroke,0,Women,JPN,Reiko Nakamura,3,129.88
Athens,2004,200m,Backstroke,0,Women,GER,Antje Buschschulte,3,129.88
Athens,2004,200m,Backstroke,0,Women,USA,Margaret Hoelzer,4,130.7
Athens,2004,200m,Backstroke,0,Women,DEN,Louise Ornstedt,4,131.15
Athens,2004,200m,Backstroke,0,Women,GBR,Katy Sexton,4,132.11
Athens,2004,200m,Backstroke,0,Women,JPN,Aya Terakawa,4,132.9
Athens,2004,200m,Breaststroke,0,Men,JPN,Kosuke Kitajima,2,129.44
Athens,2004,200m,Breaststroke,0,Men,HUN,Daniel Gyurta,3,130.8
Athens,2004,200m,Breaststroke,0,Men,USA,Brendan Hansen,4,130.87
Athens,2004,200m,Breaststroke,0,Men,ITA,Paolo Bossini,4,131.2
Athens,2004,200m,Breaststroke,0,Men,KAZ,Vladislav Polyakov,4,131.76
Athens,2004,200m,Breaststroke,0,Men,CAN,Mike Brown,4,131.94
Athens,2004,200m,Breaststroke,0,Men,USA,Scott Usher,4,131.95
Athens,2004,200m,Breaststroke,0,Men,AUS,Jim Piper,5,
Athens,2004,200m,Breaststroke,0,Women,USA,Amanda Beard,1,143.37
Athens,2004,200m,Breaststroke,0,Women,AUS,Leisel Jones,2,143.6
Athens,2004,200m,Breaststroke,0,Women,GER,Anne Poleska,3,145.82
Athens,2004,200m,Breaststroke,0,Women,JPN,Masami Tanaka,4,145.87
Athens,2004,200m,Breaststroke,0,Women,HUN,Agnes Kovacs,4,146.12
Athens,2004,200m,Breaststroke,0,Women,CHN,Hui Qi,4,146.35
Athens,2004,200m,Breaststroke,0,Women,AUT,Mirna Jukic,4,146.36
Athens,2004,200m,Breaststroke,0,Women,AUS,Brooke Hanson,4,146.39
Athens,2004,200m,Butterfly,0,Men,USA,Michael Phelps,1,114.04
Athens,2004,200m,Butterfly,0,Men,JPN,Takashi Yamamoto,2,114.56
Athens,2004,200m,Butterfly,0,Men,GBR,Steve Parry,3,115.52
Athens,2004,200m,Butterfly,0,Men,POL,Pawel Korzeniowski,4,116
Athens,2004,200m,Butterfly,0,Men,ROU,Ioan Stefan Gherghel,4,116.1
Athens,2004,200m,Butterfly,0,Men,CHN,Peng Wu,4,116.28
Athens,2004,200m,Butterfly,0,Men,RUS,Nikolay Skvortsov,4,117.14
Athens,2004,200m,Butterfly,0,Men,USA,Tom Malchow,4,117.48
Athens,2004,200m,Butterfly,0,Women,POL,Otylia Jedrzejczak,1,126.05
Athens,2004,200m,Butterfly,0,Women,AUS,Petria Thomas,2,126.36
Athens,2004,200m,Butterfly,0,Women,JPN,Yuko Nakanishi,3,128.04
Athens,2004,200m,Butterfly,0,Women,USA,Kaitlin Sandeno,4,128.18
Athens,2004,200m,Butterfly,0,Women,AUS,Felicity Galvez,4,129.28
Athens,2004,200m,Butterfly,0,Women,DEN,Mette Jacobsen,4,130.01
Athens,2004,200m,Butterfly,0,Women,ITA,Paola Cavallino,4,130.14
Athens,2004,200m,Butterfly,0,Women,HUN,Eva Risztov,4,130.58
Athens,2004,200m,Freestyle,0,Men,AUS,Ian Thorpe,1,104.71
Athens,2004,200m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,2,105.23
Athens,2004,200m,Freestyle,0,Men,USA,Michael Phelps,3,105.32
Athens,2004,200m,Freestyle,0,Men,USA,Klete Keller,4,106.13
Athens,2004,200m,Freestyle,0,Men,AUS,Grant Hackett,4,106.56
Athens,2004,200m,Freestyle,0,Men,CAN,Rick Say,4,107.55
Athens,2004,200m,Freestyle,0,Men,GBR,Simon Burnett,4,108.02
Athens,2004,200m,Freestyle,0,Men,ITA,Emiliano Brembilla,4,108.4
Athens,2004,200m,Freestyle,0,Women,ROU,Camelia Alina Potec,1,118.03
Athens,2004,200m,Freestyle,0,Women,ITA,Federica Pellegrini,2,118.22
Athens,2004,200m,Freestyle,0,Women,FRA,Solenne Figues,3,118.45
Athens,2004,200m,Freestyle,0,Women,POL,Paulina Barzycka,4,118.62
Athens,2004,200m,Freestyle,0,Women,GER,Franziska Van Almsick,4,118.88
Athens,2004,200m,Freestyle,0,Women,USA,Dana Vollmer,4,118.98
Athens,2004,200m,Freestyle,0,Women,CHN,Jiaying Pang,4,119.16
Athens,2004,200m,Freestyle,0,Women,SWE,Josefin Lillhage,4,119.2
Athens,2004,200m,Individual medley,0,Men,USA,Michael Phelps,1,117.14
Athens,2004,200m,Individual medley,0,Men,USA,Ryan Lochte,2,118.78
Athens,2004,200m,Individual medley,0,Men,TTO,George Bovell,3,118.8
Athens,2004,200m,Individual medley,0,Men,HUN,Laszlo Cseh,4,118.84
Athens,2004,200m,Individual medley,0,Men,BRA,Thiago Pereira,4,120.11
Athens,2004,200m,Individual medley,0,Men,JPN,Takahiro Mori,4,120.6
Athens,2004,200m,Individual medley,0,Men,LTU,Vytautas Janusaitis,4,121.28
Athens,2004,200m,Individual medley,0,Men,JPN,Jiro Miki,4,122.16
Athens,2004,200m,Individual medley,0,Women,UKR,Yana Klochkova,1,131.14
Athens,2004,200m,Individual medley,0,Women,USA,Amanda Beard,2,131.7
Athens,2004,200m,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,3,132.72
Athens,2004,200m,Individual medley,0,Women,HUN,Agnes Kovacs,4,133.58
Athens,2004,200m,Individual medley,0,Women,GER,Teresa Rohmann,4,133.7
Athens,2004,200m,Individual medley,0,Women,AUS,Lara Carroll,4,133.74
Athens,2004,200m,Individual medley,0,Women,USA,Katie Hoff,4,133.97
Athens,2004,200m,Individual medley,0,Women,ROU,Beatrice Caslaru,4,135.4
Athens,2004,400m,Freestyle,0,Men,AUS,Ian Thorpe,1,223.1
Athens,2004,400m,Freestyle,0,Men,AUS,Grant Hackett,2,223.36
Athens,2004,400m,Freestyle,0,Men,USA,Klete Keller,3,224.11
Athens,2004,400m,Freestyle,0,Men,USA,Larsen Jensen,4,226.08
Athens,2004,400m,Freestyle,0,Men,ITA,Massimiliano Rosolino,4,226.25
Athens,2004,400m,Freestyle,0,Men,RUS,Yuri Prilukov,4,226.69
Athens,2004,400m,Freestyle,0,Men,GRE,Spyridon Gianniotis,4,228.77
Athens,2004,400m,Freestyle,0,Men,JPN,Takeshi Matsuda,4,228.96
Athens,2004,400m,Freestyle,0,Women,FRA,Laure Manaudou,1,245.34
Athens,2004,400m,Freestyle,0,Women,POL,Otylia Jedrzejczak,2,245.84
Athens,2004,400m,Freestyle,0,Women,USA,Kaitlin Sandeno,3,246.19
Athens,2004,400m,Freestyle,0,Women,ROU,Camelia Alina Potec,4,246.34
Athens,2004,400m,Freestyle,0,Women,JPN,Ai Shibata,4,247.51
Athens,2004,400m,Freestyle,0,Women,JPN,Sachiko Yamada,4,250.91
Athens,2004,400m,Freestyle,0,Women,AUS,Linda Mackenzie,4,250.92
Athens,2004,400m,Freestyle,0,Women,GBR,Rebecca Cooke,4,251.35
Athens,2004,400m,Individual medley,0,Men,USA,Michael Phelps,1,248.26
Athens,2004,400m,Individual medley,0,Men,USA,Erik Vendt,2,251.81
Athens,2004,400m,Individual medley,0,Men,HUN,Laszlo Cseh,3,252.15
Athens,2004,400m,Individual medley,0,Men,ITA,Alessio Boggiatto,4,252.28
Athens,2004,400m,Individual medley,0,Men,TUN,Oussama Mellouli,4,254.49
Athens,2004,400m,Individual medley,0,Men,GRE,Ioannis Kokkodis,4,258.6
Athens,2004,400m,Individual medley,0,Men,JPN,Jiro Miki,4,259.97
Athens,2004,400m,Individual medley,0,Men,AUS,Travis Nederpelt,4,260.08
Athens,2004,400m,Individual medley,0,Women,UKR,Yana Klochkova,1,274.83
Athens,2004,400m,Individual medley,0,Women,USA,Kaitlin Sandeno,2,274.95
Athens,2004,400m,Individual medley,0,Women,ARG,Georgina Bardach,3,277.51
Athens,2004,400m,Individual medley,0,Women,HUN,Eva Risztov,4,279.29
Athens,2004,400m,Individual medley,0,Women,BRA,Joanna Maranhao,4,280
Athens,2004,400m,Individual medley,0,Women,GER,Nicole Hetzer,4,280.2
Athens,2004,400m,Individual medley,0,Women,KOR,Yoosun Nam,4,290.35
Athens,2004,400m,Individual medley,0,Women,GRE,Vasiliki Angelopoulou,4,290.85
Athens,2004,4x100,Freestyle,1,Men,ZAF,"Darian Townsend, Roland Schoeman, Ryk Neethling, Lyndon Ferns",1,193.17
Athens,2004,4x100,Freestyle,1,Men,NLD,"Klaas-Erik Zwering, Mitja Zastrow, Mark Hermanus Veens, Johan Kenkhuis, Pieter Van Den Hoogenband",2,194.36
Athens,2004,4x100,Freestyle,1,Men,USA,"Michael Phelps, Nate Dusing, Neil Walker, Jason Lezak, Ian Crocker, Gabe Woodward",3,194.62
