city,year,sales,price
El Paso,2000,5109,80641.66666666667
El Paso,2001,5057,86825
El Paso,2002,5434,88833.33333333333
El Paso,2003,6239,92416.66666666667
El Paso,2004,5964,93916.66666666667
El Paso,2005,5352,109883.33333333333
El Paso,2006,6965,126666.66666666667
El Paso,2007,6220,131858.33333333334
El Paso,2008,4776,134058.33333333334
El Paso,2009,5370,131116.66666666666
El Paso,2010,5544,133216.66666666666
El Paso,2011,5004,133933.33333333334
El Paso,2012,5585,138200
El Paso,2013,5806,141041.66666666666
El Paso,2014,6185,140525
El Paso,2015,3994,141614.2857142857
Fort Bend,2000,7254,133308.33333333334
Fort Bend,2001,7753,142916.66666666666
Fort Bend,2002,8022,150975
Fort Bend,2003,8311,153975
Fort Bend,2004,9234,153816.66666666666
Fort Bend,2005,10226,161725
Fort Bend,2006,11015,170016.66666666666
Fort Bend,2007,10825,175950
Fort Bend,2008,9419,181900
Fort Bend,2009,9113,187625
Fort Bend,2010,8503,197866.66666666666
Fort Bend,2011,9100,197558.33333333334
Fort Bend,2012,11050,204400
Fort Bend,2013,13068,231441.66666666666
Fort Bend,2014,12835,260108.33333333334
Fort Bend,2015,7360,272400
Fort Worth,2000,6380,83733.33333333333
Fort Worth,2001,6781,90841.66666666667
Fort Worth,2002,7337,94858.33333333333
Fort Worth,2003,7757,98583.33333333333
Fort Worth,2004,8907,101341.66666666667
Fort Worth,2005,10441,112591.66666666667
Fort Worth,2006,11977,117375
Fort Worth,2007,11532,118291.66666666667
Fort Worth,2008,9761,116358.33333333333
Fort Worth,2009,8558,112908.33333333333
Fort Worth,2010,8238,114033.33333333333
Fort Worth,2011,8124,110066.66666666667
Fort Worth,2012,9082,118550
Fort Worth,2013,10888,131350
Fort Worth,2014,11728,141941.66666666666
Fort Worth,2015,7300,154671.42857142858
Galveston,2000,864,101266.66666666667
Galveston,2001,745,NA
Galveston,2002,899,NA
Galveston,2003,NA,NA
Galveston,2004,1130,136316.66666666666
Galveston,2005,1294,159408.33333333334
Galveston,2006,1155,172208.33333333334
Galveston,2007,1157,175758.33333333334
Galveston,2008,898,171983.33333333334
Galveston,2009,755,124683.33333333333
Galveston,2010,870,164025
Galveston,2011,909,167891.66666666666
Galveston,2012,977,163833.33333333334
Galveston,2013,1023,186866.66666666666
Galveston,2014,1193,199500
Galveston,2015,665,200857.14285714287
Garland,2000,2836,92175
Garland,2001,2803,103083.33333333333
Garland,2002,2736,108825
Garland,2003,2701,110616.66666666667
Garland,2004,2764,109983.33333333333
Garland,2005,2694,110608.33333333333
Garland,2006,2775,110483.33333333333
Garland,2007,2470,107225
Garland,2008,2024,101258.33333333333
Garland,2009,1913,102558.33333333333
Garland,2010,1717,95750
Garland,2011,1646,92041.66666666667
Garland,2012,1852,98675
Garland,2013,1974,115883.33333333333
Garland,2014,2096,129341.66666666667
Garland,2015,1192,143514.2857142857
Harlingen,2000,308,82466.66666666667
Harlingen,2001,NA,NA
Harlingen,2002,NA,NA
Harlingen,2003,NA,NA
Harlingen,2004,785,85150
Harlingen,2005,NA,NA
Harlingen,2006,NA,NA
Harlingen,2007,1139,88633.33333333333
Harlingen,2008,1084,86833.33333333333
Harlingen,2009,882,85775
Harlingen,2010,872,83725
Harlingen,2011,821,89516.66666666667
Harlingen,2012,877,92466.66666666667
Harlingen,2013,806,90466.66666666667
Harlingen,2014,997,102408.33333333333
Harlingen,2015,652,106185.71428571429
Houston,2000,52459,113283.33333333333
Houston,2001,53856,121008.33333333333
Houston,2002,56563,129291.66666666667
Houston,2003,60732,132525
Houston,2004,66979,133783.33333333334
Houston,2005,72800,141091.66666666666
Houston,2006,80994,147841.66666666666
Houston,2007,77668,151225
Houston,2008,65169,150600
Houston,2009,60106,150558.33333333334
Houston,2010,56807,152116.66666666666
Houston,2011,58854,152858.33333333334
Houston,2012,68643,162066.66666666666
Houston,2013,80848,178616.66666666666
Houston,2014,83412,195591.66666666666
Houston,2015,48109,208471.42857142858
Irving,2000,1184,98058.33333333333
Irving,2001,1314,107583.33333333333
Irving,2002,1198,111866.66666666667
Irving,2003,1218,118250
Irving,2004,1360,119908.33333333333
Irving,2005,1484,121083.33333333333
Irving,2006,1574,125741.66666666667
Irving,2007,1697,145008.33333333334
Irving,2008,1564,145616.66666666666
Irving,2009,1332,136966.66666666666
Irving,2010,1287,141591.66666666666
Irving,2011,1264,134733.33333333334
Irving,2012,1455,153266.66666666666
Irving,2013,1711,183250
Irving,2014,1757,195000
Irving,2015,1060,202900
Kerrville,2000,NA,NA
Kerrville,2001,NA,NA
Kerrville,2002,NA,NA
Kerrville,2003,NA,NA
Kerrville,2004,NA,NA
Kerrville,2005,NA,NA
Kerrville,2006,NA,NA
Kerrville,2007,NA,NA
Kerrville,2008,NA,NA
Kerrville,2009,418,157483.33333333334
Kerrville,2010,414,165016.66666666666
Kerrville,2011,383,154166.66666666666
Kerrville,2012,496,163183.33333333334
Kerrville,2013,610,166041.66666666666
Kerrville,2014,654,176341.66666666666
Kerrville,2015,462,185300
Killeen-Fort Hood,2000,1906,71775
Killeen-Fort Hood,2001,2100,76458.33333333333
Killeen-Fort Hood,2002,2129,81983.33333333333
Killeen-Fort Hood,2003,2228,86616.66666666667
Killeen-Fort Hood,2004,2653,93241.66666666667
Killeen-Fort Hood,2005,4173,103866.66666666667
Killeen-Fort Hood,2006,3566,109641.66666666667
Killeen-Fort Hood,2007,3311,116041.66666666667
Killeen-Fort Hood,2008,2736,117725
Killeen-Fort Hood,2009,2562,118550
Killeen-Fort Hood,2010,2608,122558.33333333333
Killeen-Fort Hood,2011,2175,122925
Killeen-Fort Hood,2012,2432,133491.66666666666
Killeen-Fort Hood,2013,2557,127583.33333333333
Killeen-Fort Hood,2014,2664,123616.66666666667
Killeen-Fort Hood,2015,NA,NA
Laredo,2000,NA,NA
Laredo,2001,NA,NA
Laredo,2002,NA,NA
Laredo,2003,542,118891.66666666667
Laredo,2004,716,125033.33333333333
Laredo,2005,869,125691.66666666667
Laredo,2006,1093,132075
Laredo,2007,1055,135941.66666666666
Laredo,2008,988,121358.33333333333
Laredo,2009,984,NA
Laredo,2010,1013,116591.66666666667
Laredo,2011,993,124291.66666666667
Laredo,2012,1049,134758.33333333334
Laredo,2013,1105,137666.66666666666
Laredo,2014,1170,144825
Laredo,2015,706,147128.57142857142
Longview-Marshall,2000,NA,NA
Longview-Marshall,2001,NA,NA
Longview-Marshall,2002,NA,NA
Longview-Marshall,2003,1917,89475
Longview-Marshall,2004,2283,93866.66666666667
Longview-Marshall,2005,2496,99866.66666666667
Longview-Marshall,2006,2696,110783.33333333333
Longview-Marshall,2007,2589,122633.33333333333
Longview-Marshall,2008,2297,123633.33333333333
Longview-Marshall,2009,2031,123241.66666666667
Longview-Marshall,2010,2079,126425
Longview-Marshall,2011,NA,NA
Longview-Marshall,2012,2118,134875
Longview-Marshall,2013,2200,139575
Longview-Marshall,2014,2310,139775
Longview-Marshall,2015,1457,143857.14285714287
Lubbock,2000,2307,81708.33333333333
Lubbock,2001,2631,83816.66666666667
Lubbock,2002,2893,87591.66666666667
Lubbock,2003,3015,94708.33333333333
Lubbock,2004,2898,96666.66666666667
Lubbock,2005,3243,98825
Lubbock,2006,3335,100650
Lubbock,2007,3485,103466.66666666667
Lubbock,2008,3245,109866.66666666667
Lubbock,2009,3189,112141.66666666667
Lubbock,2010,2845,114300
Lubbock,2011,2773,115966.66666666667
Lubbock,2012,3331,120441.66666666667
Lubbock,2013,NA,NA
Lubbock,2014,3749,134800
Lubbock,2015,2448,137485.7142857143
Lufkin,2000,506,77558.33333333333
Lufkin,2001,518,82991.66666666667
Lufkin,2002,696,79925
Lufkin,2003,649,80283.33333333333
Lufkin,2004,723,88891.66666666667
Lufkin,2005,797,93225
Lufkin,2006,834,100391.66666666667
Lufkin,2007,754,102808.33333333333
Lufkin,2008,628,109300
Lufkin,2009,565,115008.33333333333
Lufkin,2010,510,116300
Lufkin,2011,506,106141.66666666667
Lufkin,2012,539,124141.66666666667
Lufkin,2013,578,123866.66666666667
Lufkin,2014,637,132458.33333333334
Lufkin,2015,388,139757.14285714287
McAllen,2000,NA,NA
McAllen,2001,1512,83525
McAllen,2002,1615,87700
McAllen,2003,1739,90591.66666666667
McAllen,2004,2045,95691.66666666667
McAllen,2005,2334,100141.66666666667
McAllen,2006,2530,109983.33333333333
McAllen,2007,2286,110983.33333333333
McAllen,2008,2152,101425
McAllen,2009,1959,99641.66666666667
McAllen,2010,1984,103908.33333333333
McAllen,2011,1744,104566.66666666667
McAllen,2012,1868,104616.66666666667
McAllen,2013,1933,113475
McAllen,2014,2111,116408.33333333333
McAllen,2015,1187,120742.85714285714
Midland,2000,NA,NA
Midland,2001,NA,NA
Midland,2002,NA,NA
Midland,2003,NA,NA
Midland,2004,NA,NA
Midland,2005,NA,NA
Midland,2006,NA,NA
Midland,2007,1818,159950
Midland,2008,1767,172633.33333333334
Midland,2009,1453,170483.33333333334
Midland,2010,1504,175433.33333333334
Midland,2011,1749,184991.66666666666
Midland,2012,1899,207133.33333333334
Midland,2013,1851,225833.33333333334
Midland,2014,2050,246483.33333333334
Midland,2015,NA,NA
Montgomery County,2000,4526,131025
Montgomery County,2001,4543,135141.66666666666
Montgomery County,2002,4865,139391.66666666666
Montgomery County,2003,5639,142091.66666666666
Montgomery County,2004,6349,142416.66666666666
Montgomery County,2005,7473,156233.33333333334
Montgomery County,2006,8447,162025
Montgomery County,2007,8091,170383.33333333334
Montgomery County,2008,6371,174200
Montgomery County,2009,5924,176375
Montgomery County,2010,5941,178558.33333333334
Montgomery County,2011,6090,183641.66666666666
Montgomery County,2012,7097,191616.66666666666
Montgomery County,2013,8752,210150
Montgomery County,2014,9007,231866.66666666666
Montgomery County,2015,5474,239028.57142857142
NE Tarrant County,2000,7169,138058.33333333334
NE Tarrant County,2001,7613,144133.33333333334
NE Tarrant County,2002,7881,148416.66666666666
NE Tarrant County,2003,8040,150800
NE Tarrant County,2004,8978,152266.66666666666
NE Tarrant County,2005,9629,159341.66666666666
NE Tarrant County,2006,9930,159083.33333333334
NE Tarrant County,2007,8879,163966.66666666666
NE Tarrant County,2008,7621,164508.33333333334
NE Tarrant County,2009,6686,160375
NE Tarrant County,2010,6420,170233.33333333334
NE Tarrant County,2011,6534,166941.66666666666
NE Tarrant County,2012,7857,175166.66666666666
NE Tarrant County,2013,9442,186608.33333333334
NE Tarrant County,2014,9545,200116.66666666666
NE Tarrant County,2015,5783,223614.2857142857
Nacogdoches,2000,NA,NA
Nacogdoches,2001,397,85050
Nacogdoches,2002,389,89933.33333333333
Nacogdoches,2003,382,91541.66666666667
Nacogdoches,2004,403,111383.33333333333
Nacogdoches,2005,461,74850
Nacogdoches,2006,500,117708.33333333333
Nacogdoches,2007,409,119158.33333333333
Nacogdoches,2008,365,125433.33333333333
Nacogdoches,2009,362,122783.33333333333
Nacogdoches,2010,402,126025
Nacogdoches,2011,323,126316.66666666667
Nacogdoches,2012,326,142058.33333333334
Nacogdoches,2013,358,132475
Nacogdoches,2014,322,140283.33333333334
Nacogdoches,2015,207,150728.57142857142
Odessa,2000,NA,NA
Odessa,2001,NA,NA
Odessa,2002,NA,NA
Odessa,2003,NA,NA
Odessa,2004,NA,NA
Odessa,2005,NA,NA
Odessa,2006,1543,87750
Odessa,2007,1350,113166.66666666667
Odessa,2008,1345,121500
Odessa,2009,847,131175
Odessa,2010,971,129100
Odessa,2011,1058,139508.33333333334
Odessa,2012,1114,150125
Odessa,2013,1191,161816.66666666666
Odessa,2014,1248,171883.33333333334
Odessa,2015,665,176114.2857142857
Paris,2000,463,69400
Paris,2001,434,70608.33333333333
Paris,2002,443,72000
Paris,2003,463,79916.66666666667
Paris,2004,474,74716.66666666667
Paris,2005,510,81750
Paris,2006,529,87316.66666666667
Paris,2007,489,78433.33333333333
Paris,2008,405,82283.33333333333
Paris,2009,355,93250
Paris,2010,317,101516.66666666667
Paris,2011,307,87333.33333333333
Paris,2012,353,83175
Paris,2013,414,86800
Paris,2014,433,99033.33333333333
Paris,2015,249,111271.42857142857
Port Arthur,2000,689,65275
Port Arthur,2001,NA,NA
Port Arthur,2002,760,68383.33333333333
Port Arthur,2003,799,74241.66666666667
Port Arthur,2004,843,79158.33333333333
Port Arthur,2005,850,84641.66666666667
Port Arthur,2006,997,91541.66666666667
Port Arthur,2007,1020,105766.66666666667
Port Arthur,2008,924,115275
Port Arthur,2009,813,123550
Port Arthur,2010,664,105541.66666666667
Port Arthur,2011,596,107691.66666666667
Port Arthur,2012,747,111108.33333333333
Port Arthur,2013,755,116033.33333333333
Port Arthur,2014,855,115216.66666666667
Port Arthur,2015,491,117100
San Angelo,2000,1122,NA
San Angelo,2001,1229,78508.33333333333
San Angelo,2002,1188,77691.66666666667
San Angelo,2003,1222,81458.33333333333
San Angelo,2004,1377,86258.33333333333
San Angelo,2005,1621,90416.66666666667
San Angelo,2006,1552,98775
San Angelo,2007,1592,105608.33333333333
San Angelo,2008,1338,111750
San Angelo,2009,1248,113483.33333333333
San Angelo,2010,1172,116708.33333333333
San Angelo,2011,1147,121516.66666666667
San Angelo,2012,1374,124300
San Angelo,2013,1687,139300
San Angelo,2014,1515,152475
San Angelo,2015,912,156728.57142857142
San Antonio,2000,15590,93208.33333333333
San Antonio,2001,16262,98891.66666666667
San Antonio,2002,15981,106300
San Antonio,2003,17862,112758.33333333333
San Antonio,2004,20493,118116.66666666667
San Antonio,2005,24034,130033.33333333333
San Antonio,2006,26169,139700
San Antonio,2007,23957,147408.33333333334
San Antonio,2008,19371,147466.66666666666
San Antonio,2009,18723,147300
San Antonio,2010,18449,149858.33333333334
San Antonio,2011,18508,150983.33333333334
San Antonio,2012,20565,157950
San Antonio,2013,24107,168183.33333333334
San Antonio,2014,25571,178516.66666666666
San Antonio,2015,16455,190542.85714285713
San Marcos,2000,362,110075
San Marcos,2001,NA,NA
San Marcos,2002,NA,NA
San Marcos,2003,NA,NA
San Marcos,2004,NA,NA
San Marcos,2005,398,138275
San Marcos,2006,425,139691.66666666666
San Marcos,2007,332,147500
San Marcos,2008,260,148183.33333333334
San Marcos,2009,210,144141.66666666666
San Marcos,2010,265,141425
San Marcos,2011,222,150950
San Marcos,2012,222,156925
San Marcos,2013,276,156950
San Marcos,2014,302,161225
San Marcos,2015,NA,NA
Sherman-Denison,2000,1079,76441.66666666667
Sherman-Denison,2001,1005,83366.66666666667
Sherman-Denison,2002,1120,86925
Sherman-Denison,2003,1161,86841.66666666667
Sherman-Denison,2004,1368,89775
Sherman-Denison,2005,1512,95125
Sherman-Denison,2006,1516,97091.66666666667
Sherman-Denison,2007,1448,97833.33333333333
Sherman-Denison,2008,1226,91441.66666666667
Sherman-Denison,2009,1042,89766.66666666667
Sherman-Denison,2010,1050,88633.33333333333
Sherman-Denison,2011,1066,88091.66666666667
Sherman-Denison,2012,1168,96825
Sherman-Denison,2013,1330,105291.66666666667
Sherman-Denison,2014,1478,110450
Sherman-Denison,2015,978,124914.28571428571
South Padre Island,2000,NA,NA
South Padre Island,2001,NA,NA
South Padre Island,2002,NA,NA
South Padre Island,2003,NA,NA
South Padre Island,2004,NA,NA
South Padre Island,2005,NA,NA
South Padre Island,2006,NA,NA
South Padre Island,2007,NA,NA
South Padre Island,2008,NA,NA
South Padre Island,2009,NA,NA
South Padre Island,2010,272,198533.33333333334
South Padre Island,2011,244,179508.33333333334
South Padre Island,2012,312,185725
South Padre Island,2013,393,179958.33333333334
South Padre Island,2014,448,163941.66666666666
South Padre Island,2015,250,183300
Temple-Belton,2000,1105,88308.33333333333
Temple-Belton,2001,1151,89691.66666666667
Temple-Belton,2002,NA,NA
Temple-Belton,2003,1208,95750
Temple-Belton,2004,1295,99225
Temple-Belton,2005,1641,108075
Temple-Belton,2006,1918,114141.66666666667
Temple-Belton,2007,1935,118066.66666666667
Temple-Belton,2008,1722,121550
Temple-Belton,2009,1756,121158.33333333333
Temple-Belton,2010,1608,121741.66666666667
Temple-Belton,2011,1537,128350
Temple-Belton,2012,1667,127550
Temple-Belton,2013,1751,116108.33333333333
Temple-Belton,2014,1784,126366.66666666667
Temple-Belton,2015,1149,134985.7142857143
Texarkana,2000,NA,NA
Texarkana,2001,NA,NA
Texarkana,2002,944,79583.33333333333
Texarkana,2003,961,83558.33333333333
Texarkana,2004,992,87733.33333333333
Texarkana,2005,1085,94575
Texarkana,2006,1130,93258.33333333333
Texarkana,2007,960,102825
Texarkana,2008,907,100475
Texarkana,2009,811,108975
Texarkana,2010,902,111816.66666666667
Texarkana,2011,884,102041.66666666667
Texarkana,2012,895,103425
Texarkana,2013,859,116425
Texarkana,2014,1027,103966.66666666667
Texarkana,2015,704,111614.28571428571
Tyler,2000,1999,93016.66666666667
Tyler,2001,2066,101483.33333333333
Tyler,2002,2076,101450
Tyler,2003,2151,112333.33333333333
Tyler,2004,2960,119075
Tyler,2005,3331,123408.33333333333
Tyler,2006,3622,130441.66666666667
Tyler,2007,3595,133791.66666666666
Tyler,2008,3078,133108.33333333334
Tyler,2009,2874,131833.33333333334
Tyler,2010,2730,135175
Tyler,2011,2866,136216.66666666666
Tyler,2012,3162,139250
Tyler,2013,3449,146100
Tyler,2014,3978,150466.66666666666
Tyler,2015,2520,154714.2857142857
Victoria,2000,705,84833.33333333333
Victoria,2001,837,84933.33333333333
Victoria,2002,634,NA
Victoria,2003,730,92341.66666666667
Victoria,2004,833,97891.66666666667
Victoria,2005,882,103683.33333333333
Victoria,2006,939,109633.33333333333
Victoria,2007,921,118400
Victoria,2008,854,123175
Victoria,2009,691,127708.33333333333
Victoria,2010,756,123608.33333333333
Victoria,2011,845,127091.66666666667
Victoria,2012,878,147008.33333333334
Victoria,2013,934,148966.66666666666
Victoria,2014,946,161400
Victoria,2015,562,173900
Waco,2000,991,NA
Waco,2001,NA,NA
Waco,2002,NA,NA
Waco,2003,NA,NA
Waco,2004,2106,99908.33333333333
Waco,2005,2369,108241.66666666667
Waco,2006,2526,109041.66666666667
Waco,2007,2349,114466.66666666667
Waco,2008,2330,110325
Waco,2009,2080,109716.66666666667
Waco,2010,1959,115883.33333333333
Waco,2011,1901,119358.33333333333
Waco,2012,2160,124641.66666666667
Waco,2013,2286,125466.66666666667
Waco,2014,2493,130216.66666666667
Waco,2015,1637,144285.7142857143
Wichita Falls,2000,1417,70625
Wichita Falls,2001,1603,73750
Wichita Falls,2002,1781,77800
Wichita Falls,2003,1794,80375
Wichita Falls,2004,1952,82716.66666666667
Wichita Falls,2005,2007,94183.33333333333
Wichita Falls,2006,2060,94716.66666666667
Wichita Falls,2007,1952,96516.66666666667
Wichita Falls,2008,1663,97758.33333333333
Wichita Falls,2009,1528,102883.33333333333
Wichita Falls,2010,1481,98941.66666666667
Wichita Falls,2011,1275,98141.66666666667
Wichita Falls,2012,1349,100958.33333333333
Wichita Falls,2013,1455,105000
Wichita Falls,2014,1404,105675
Wichita Falls,2015,941,100871.42857142857
