"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USC00305597","2023-01-05",,,"0.06","0.0","0.0",,"51","39","39"
"USC00305597","2023-01-06",,,"0.01","0.0","0.0",,"44","33","34"
"USC00305597","2023-01-07",,,"0.00",,,,"37","26",
"USC00305597","2023-01-08",,,"0.00",,,,"34","26",
"USC00305597","2023-01-09",,,"0.00","0.0","0.0",,"38","26","29"
"USC00305597","2023-01-10",,,"0.00","0.0","0.0",,"36","29","33"
"USC00305597","2023-01-11",,,"0.00","0.0","0.0",,"33","24","24"
"USC00305597","2023-01-12",,,"0.11","0.0","0.0",,"36","24","35"
"USC00305597","2023-01-13",,,"0.28","0.5","1.0",,"43","24","30"
"USC00305597","2023-01-14",,,,"0.0",,,"31","20",
"USC00305597","2023-01-15",,,,"0.0",,,"23","19",
"USC00305597","2023-01-16",,,,"0.0",,,"27","19",
"USC00305597","2023-01-17",,,"0.06","0.0","0.0",,"37","18","32"
"USC00305597","2023-01-18",,,"0.04","0.0","0.0",,"45","32","37"
"US1NYTM0004","2023-01-01",,,"0.09","0.0","0.0",,,,
"US1NYTM0004","2023-01-02",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-03",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-04",,,"0.54","0.0","0.0",,,,
"US1NYTM0004","2023-01-05",,,"0.38","0.0","0.0",,,,
"US1NYTM0004","2023-01-06",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-07",,,"0.09","0.0","0.0",,,,
"US1NYTM0004","2023-01-08",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-09",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-10",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-11",,,"0.00","0.0","0.0",,,,
"US1NYTM0004","2023-01-12",,,"0.01","0.0","0.0",,,,
"US1NYTM0004","2023-01-13",,,"0.75","0.0","0.0",,,,
"US1NYTM0004","2023-01-14",,,"0.06","0.5","0.0",,,,
"US1NYTM0004","2023-01-15",,,"0.02","0.5","1.0",,,,
"US1NYTM0004","2023-01-16",,,"0.00","0.0","1.0",,,,
"US1NYTM0004","2023-01-17",,,"0.00","0.0","1.0",,,,
"US1NYTM0004","2023-01-18",,,"0.14","0.0","0.0",,,,
"US1NYTM0004","2023-01-19",,,"0.10","0.0","0.0",,,,
"USC00304102","2023-01-01",,,"0.13","0.0","5.0",,"46","34","37"
"USC00304102","2023-01-02",,,"0.01","0.0","4.0",,"37","31","35"
"USC00304102","2023-01-03",,,"0.00","0.0","4.0",,"37","24","28"
"USC00304102","2023-01-04",,,"0.18","0.0",,,"33","28","32"
"USC00304102","2023-01-05",,,"0.72","0.0","4.0",,"39","32","34"
"USC00304102","2023-01-06",,,"0.00","0.0","3.0",,"40","29","29"
"USC00304102","2023-01-07",,,"0.01","0.2","3.0",,"39","29","30"
"USC00304102","2023-01-08",,,"0.00","0.0","3.0",,"30","8","9"
"USC00304102","2023-01-09",,,"0.00","0.0","3.0",,"30","9","24"
"USC00304102","2023-01-10",,,"0.01","0.2","3.0",,"29","20","20"
"USC00304102","2023-01-11",,,"0.00","0.0","3.0",,"24","3","11"
"USC00304102","2023-01-12",,,"0.02","0.3","3.0",,"25","11","25"
"USC00304102","2023-01-13",,,"1.01","0.5","3.0",,"33","24","32"
"USC00304102","2023-01-14",,,"0.21","0.0","3.0",,"35","17","17"
"USC00304102","2023-01-15",,,"0.00","0.0","3.0",,"23","9","13"
"USC00304102","2023-01-16",,,"0.00","0.0","3.0",,"32","6","8"
"USC00304102","2023-01-17",,,"0.00","0.0","3.0",,"34","8","13"
"USC00304102","2023-01-18",,,"0.07","0.1","3.0",,"35","13","35"
"USC00305236","2023-01-01",,,"0.23","0.0","0.0",,,,
"USC00305236","2023-01-02",,,"0.03","0.0","0.0",,,,
"USC00305236","2023-01-03",,,"0.00","0.0","0.0",,,,
"USC00305236","2023-01-04",,,"0.27","0.0","0.0",,,,
"USC00305236","2023-01-05",,,"0.65","0.0","0.0",,,,
"USC00305236","2023-01-06",,,"0.00","0.0","0.0",,,,
"USC00305236","2023-01-07",,,"0.00","0.0","0.0",,,,
"USC00305236","2023-01-08",,,"0.01","0.0","0.0",,,,
"USC00305236","2023-01-09",,,"0.00","0.0","0.0",,,,
"USC00305236","2023-01-10",,,"0.01","0.0","0.0",,,,
"USC00305236","2023-01-11",,,"0.00","0.0","0.0",,,,
"USC00305236","2023-01-12",,,"0.01","0.0","0.0",,,,
"USC00305236","2023-01-13",,,"0.95","2.0","2.0",,,,
"USC00305236","2023-01-14",,,"0.11","0.5","2.0",,,,
"USC00305236","2023-01-15",,,"0.00","0.0","2.0",,,,
"USC00305236","2023-01-16",,,"0.00","0.0","1.0",,,,
"USC00305236","2023-01-17",,,"0.02","0.0","1.0",,,,
"USC00305236","2023-01-18",,,"0.13","0.0","0.0",,,,
"US1NYTM0003","2023-01-01",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-02",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-03",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-04",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-05",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-06",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-07",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-08",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-09",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-10",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-11",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-12",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-13",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-14",,,,"0.1","0.0",,,,
"US1NYTM0003","2023-01-15",,,,"0.2","0.5",,,,
"US1NYTM0003","2023-01-16",,,,"0.0","0.5",,,,
"US1NYTM0003","2023-01-17",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-18",,,,"0.0","0.0",,,,
"US1NYTM0003","2023-01-19",,,,"0.0","0.0",,,,
"US1NYTM0005","2023-01-01",,,"0.04","0.0","0.0",,,,
"US1NYTM0005","2023-01-02",,,"0.00","0.0","0.0",,,,
